ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
GeneID_406077	GO:0006355	homeotic protein antennapedia	regulation of transcription, DNA-templated	biological_process	GB51292
GeneID_406077	GO:0043565	homeotic protein antennapedia	sequence-specific DNA binding	molecular_function	GB51292
GeneID_406077	GO:0003700	homeotic protein antennapedia	DNA-binding transcription factor activity	molecular_function	GB51292
GeneID_406077	GO:0000981	homeotic protein antennapedia	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	GB51292
GeneID_406077	GO:0007275	homeotic protein antennapedia	multicellular organism development	biological_process	GB51292
GeneID_406077	GO:0006357	homeotic protein antennapedia	regulation of transcription by RNA polymerase II	biological_process	GB51292
LOC409918	GO:0010265	cullin-associated NEDD8-dissociated protein 1, transcript variant X2	SCF complex assembly	biological_process	GB54425
LOC551938	GO:0016021	elongation of very long chain fatty acids protein AAEL008004, transcript variant X1	integral component of membrane	cellular_component	GB54302
LOC551938	GO:0009922	elongation of very long chain fatty acids protein AAEL008004, transcript variant X1	fatty acid elongase activity	molecular_function	GB54302
LOC551427	GO:0016021	erlin-1	integral component of membrane	cellular_component	GB49402
LOC551427	GO:0005783	erlin-1	endoplasmic reticulum	cellular_component	GB49402
LOC551427	GO:0031625	erlin-1	ubiquitin protein ligase binding	molecular_function	GB49402
LOC413333	GO:0016021	hemicentin-2	integral component of membrane	cellular_component	GB44248
LOC411781	GO:0016021	sodium/potassium/calcium exchanger 4, transcript variant X2	integral component of membrane	cellular_component	GB50629
LOC411781	GO:0055085	sodium/potassium/calcium exchanger 4, transcript variant X2	transmembrane transport	biological_process	GB50629
LOC725432	GO:0005840	60S ribosomal protein L37a	ribosome	cellular_component	GB46845
LOC725432	GO:0003735	60S ribosomal protein L37a	structural constituent of ribosome	molecular_function	GB46845
LOC725432	GO:0006412	60S ribosomal protein L37a	translation	biological_process	GB46845
LOC411596	GO:0005524	pachytene checkpoint protein 2 homolog	ATP binding	molecular_function	GB41823
LOC411596	GO:0016887	pachytene checkpoint protein 2 homolog	ATP hydrolysis activity	molecular_function	GB41823
LOC724259	GO:0004252	trypsin-1	serine-type endopeptidase activity	molecular_function	GB48081
LOC724259	GO:0006508	trypsin-1	proteolysis	biological_process	GB48081
LOC100578112	GO:0005524	adenylate kinase isoenzyme 5	ATP binding	molecular_function	GB49255
LOC100578112	GO:0006139	adenylate kinase isoenzyme 5	nucleobase-containing compound metabolic process	biological_process	GB49255
LOC100578112	GO:0019205	adenylate kinase isoenzyme 5	nucleobase-containing compound kinase activity	molecular_function	GB49255
LOC413173	GO:0006406	THO complex subunit 3	mRNA export from nucleus	biological_process	GB46059
LOC413173	GO:0005515	THO complex subunit 3	protein binding	molecular_function	GB46059
GeneID_409224	GO:0046872	ubiquinone biosynthesis protein COQ7	metal ion binding	molecular_function	GB44464
GeneID_409224	GO:0004497	ubiquinone biosynthesis protein COQ7	monooxygenase activity	molecular_function	GB44464
GeneID_409224	GO:0006744	ubiquinone biosynthesis protein COQ7	ubiquinone biosynthetic process	biological_process	GB44464
GeneID_409224	GO:0031314	ubiquinone biosynthesis protein COQ7	extrinsic component of mitochondrial inner membrane	cellular_component	GB44464
GeneID_409224	GO:0016709	ubiquinone biosynthesis protein COQ7	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	molecular_function	GB44464
LOC725253	GO:0061617	MICOS complex subunit MIC13	MICOS complex	cellular_component	
LOC100576953	GO:0005524	adenylate kinase 8	ATP binding	molecular_function	GB51908
LOC100576953	GO:0006139	adenylate kinase 8	nucleobase-containing compound metabolic process	biological_process	GB51908
LOC100576953	GO:0019205	adenylate kinase 8	nucleobase-containing compound kinase activity	molecular_function	GB51908
LOC727287	GO:0005634	transcription factor Sox-7	nucleus	cellular_component	GB41647
LOC727287	GO:0003677	transcription factor Sox-7	DNA binding	molecular_function	GB41647
LOC102655670	GO:0006974	PCNA-associated factor, transcript variant X1	cellular response to DNA damage stimulus	biological_process	
LOC102655670	GO:0051726	PCNA-associated factor, transcript variant X1	regulation of cell cycle	biological_process	
LOC727126	GO:0016021	uncharacterized LOC727126	integral component of membrane	cellular_component	GB40986
LOC727126	GO:0030431	uncharacterized LOC727126	sleep	biological_process	GB40986
LOC727126	GO:0032222	uncharacterized LOC727126	regulation of synaptic transmission, cholinergic	biological_process	GB40986
LOC727126	GO:1903818	uncharacterized LOC727126	positive regulation of voltage-gated potassium channel activity	biological_process	GB40986
LOC410000	GO:0006357	uncharacterized LOC410000, transcript variant X2	regulation of transcription by RNA polymerase II	biological_process	GB55517
LOC410000	GO:0003700	uncharacterized LOC410000, transcript variant X2	DNA-binding transcription factor activity	molecular_function	GB55517
LOC724509	GO:0031932	target of rapamycin complex 2 subunit MAPKAP1, transcript variant X1	TORC2 complex	cellular_component	GB51883
GeneID_406092	GO:0005524	cGMP-dependent protein kinase foraging	ATP binding	molecular_function	GB49908
GeneID_406092	GO:0004672	cGMP-dependent protein kinase foraging	protein kinase activity	molecular_function	GB49908
GeneID_406092	GO:0004674	cGMP-dependent protein kinase foraging	protein serine/threonine kinase activity	molecular_function	GB49908
GeneID_406092	GO:0004692	cGMP-dependent protein kinase foraging	cGMP-dependent protein kinase activity	molecular_function	GB49908
GeneID_406092	GO:0030553	cGMP-dependent protein kinase foraging	cGMP binding	molecular_function	GB49908
GeneID_406092	GO:0006468	cGMP-dependent protein kinase foraging	protein phosphorylation	biological_process	GB49908
GeneID_406092	GO:0000166	cGMP-dependent protein kinase foraging	nucleotide binding	molecular_function	GB49908
GeneID_406092	GO:0016301	cGMP-dependent protein kinase foraging	kinase activity	molecular_function	GB49908
GeneID_406092	GO:0016740	cGMP-dependent protein kinase foraging	transferase activity	molecular_function	GB49908
GeneID_406092	GO:0016310	cGMP-dependent protein kinase foraging	phosphorylation	biological_process	GB49908
LOC409236	GO:0015986	ATP synthase subunit O, mitochondrial	ATP synthesis coupled proton transport	biological_process	GB55643
LOC409236	GO:0046933	ATP synthase subunit O, mitochondrial	proton-transporting ATP synthase activity, rotational mechanism	molecular_function	GB55643
LOC411910	GO:0005515	homeobox protein 2-like	protein binding	molecular_function	GB55264
LOC411167	GO:0005524	cysteine--tRNA ligase, cytoplasmic	ATP binding	molecular_function	GB41455
LOC411167	GO:0000166	cysteine--tRNA ligase, cytoplasmic	nucleotide binding	molecular_function	GB41455
LOC411167	GO:0004817	cysteine--tRNA ligase, cytoplasmic	cysteine-tRNA ligase activity	molecular_function	GB41455
LOC411167	GO:0006423	cysteine--tRNA ligase, cytoplasmic	cysteinyl-tRNA aminoacylation	biological_process	GB41455
LOC411167	GO:0006418	cysteine--tRNA ligase, cytoplasmic	tRNA aminoacylation for protein translation	biological_process	GB41455
LOC411167	GO:0004812	cysteine--tRNA ligase, cytoplasmic	aminoacyl-tRNA ligase activity	molecular_function	GB41455
LOC724718	GO:0005506	xanthine dehydrogenase, transcript variant X4	iron ion binding	molecular_function	GB42739
LOC724718	GO:0016491	xanthine dehydrogenase, transcript variant X4	oxidoreductase activity	molecular_function	GB42739
LOC724718	GO:0071949	xanthine dehydrogenase, transcript variant X4	FAD binding	molecular_function	GB42739
LOC724718	GO:0050660	xanthine dehydrogenase, transcript variant X4	flavin adenine dinucleotide binding	molecular_function	GB42739
LOC724718	GO:0043546	xanthine dehydrogenase, transcript variant X4	molybdopterin cofactor binding	molecular_function	GB42739
LOC724718	GO:0046872	xanthine dehydrogenase, transcript variant X4	metal ion binding	molecular_function	GB42739
LOC724718	GO:0051537	xanthine dehydrogenase, transcript variant X4	2 iron, 2 sulfur cluster binding	molecular_function	GB42739
LOC724718	GO:0051536	xanthine dehydrogenase, transcript variant X4	iron-sulfur cluster binding	molecular_function	GB42739
LOC724718	GO:0004855	xanthine dehydrogenase, transcript variant X4	xanthine oxidase activity	molecular_function	GB42739
LOC724718	GO:0004854	xanthine dehydrogenase, transcript variant X4	xanthine dehydrogenase activity	molecular_function	GB42739
LOC409288	GO:0005524	tribbles homolog 2, transcript variant X3	ATP binding	molecular_function	GB10565
LOC409288	GO:0004672	tribbles homolog 2, transcript variant X3	protein kinase activity	molecular_function	GB10565
LOC409288	GO:0006468	tribbles homolog 2, transcript variant X3	protein phosphorylation	biological_process	GB10565
LOC551401	GO:0005737	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	cytoplasm	cellular_component	GB43892
LOC551401	GO:0003824	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	catalytic activity	molecular_function	GB43892
LOC551401	GO:0016620	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	GB43892
LOC551401	GO:0016491	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	oxidoreductase activity	molecular_function	GB43892
LOC551401	GO:0006730	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	one-carbon metabolic process	biological_process	GB43892
LOC551401	GO:0009058	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	biosynthetic process	biological_process	GB43892
LOC551401	GO:0009258	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	10-formyltetrahydrofolate catabolic process	biological_process	GB43892
LOC551401	GO:0016155	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	formyltetrahydrofolate dehydrogenase activity	molecular_function	GB43892
LOC551401	GO:0016742	cytosolic 10-formyltetrahydrofolate dehydrogenase, transcript variant X1	hydroxymethyl-, formyl- and related transferase activity	molecular_function	GB43892
LOC726609	GO:0008080	N-alpha-acetyltransferase 11, transcript variant X1	N-acetyltransferase activity	molecular_function	GB11203
LOC726609	GO:0031415	N-alpha-acetyltransferase 11, transcript variant X1	NatA complex	cellular_component	GB11203
LOC726609	GO:0006474	N-alpha-acetyltransferase 11, transcript variant X1	N-terminal protein amino acid acetylation	biological_process	GB11203
LOC726609	GO:0004596	N-alpha-acetyltransferase 11, transcript variant X1	peptide alpha-N-acetyltransferase activity	molecular_function	GB11203
LOC410591	GO:0003676	splicing regulator RBM11	nucleic acid binding	molecular_function	GB50208
LOC410591	GO:0003723	splicing regulator RBM11	RNA binding	molecular_function	GB50208
LOC410672	GO:0005515	smad nuclear interacting protein 1, transcript variant X2	protein binding	molecular_function	GB51561
LOC552263	GO:0004843	ubiquitin thioesterase OTU1	thiol-dependent deubiquitinase	molecular_function	GB41128
LOC552263	GO:0016579	ubiquitin thioesterase OTU1	protein deubiquitination	biological_process	GB41128
LOC552263	GO:0030433	ubiquitin thioesterase OTU1	ubiquitin-dependent ERAD pathway	biological_process	GB41128
LOC552263	GO:0101005	ubiquitin thioesterase OTU1	deubiquitinase activity	molecular_function	GB41128
GeneID_100577309	GO:0005549	odorant receptor 105	odorant binding	molecular_function	GB45079
GeneID_100577309	GO:0004984	odorant receptor 105	olfactory receptor activity	molecular_function	GB45079
GeneID_100577309	GO:0016020	odorant receptor 105	membrane	cellular_component	GB45079
GeneID_100577309	GO:0007608	odorant receptor 105	sensory perception of smell	biological_process	GB45079
LOC100578412	GO:0016020	uncharacterized LOC100578412	membrane	cellular_component	GB55602
LOC727568	GO:0016021	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	integral component of membrane	cellular_component	GB55961
LOC727568	GO:0006486	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	protein glycosylation	biological_process	GB55961
LOC727568	GO:0008250	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	oligosaccharyltransferase complex	cellular_component	GB55961
LOC551180	GO:0008270	aminopeptidase N	zinc ion binding	molecular_function	GB42426
LOC551180	GO:0008237	aminopeptidase N	metallopeptidase activity	molecular_function	GB42426
LOC551180	GO:0006508	aminopeptidase N	proteolysis	biological_process	GB42426
LOC724420	GO:0005634	transcription factor stalky	nucleus	cellular_component	GB52687
LOC724420	GO:0006355	transcription factor stalky	regulation of transcription, DNA-templated	biological_process	GB52687
LOC724420	GO:0008270	transcription factor stalky	zinc ion binding	molecular_function	GB52687
LOC724420	GO:0006357	transcription factor stalky	regulation of transcription by RNA polymerase II	biological_process	GB52687
